review_text,F,BR,AU,FI,IR,A,L,LF,MN,O,PE,SC,SE,US,PO
"Although sometimes it crashes on me, the solution is always simple.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Has everything I need plus more amazing app!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Good app crashes sometimes ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haven  t had any problems ?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love the app, but unfortunately the crashing problem from 2 versions ago is still a problem.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I have never had an in issue with this App it  s great to have on the go when you need a recipe at the grocery store.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It provides inspiration.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The only problem that I have noticed is that when you click to view a pin, read it the close it, it starts you back at the beginning of the list and not where you left off at.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"It always perks me up and makes me happy to see what we as humanity can create, often with very simple ordinary materials.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please do add it back!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"New ideas for decorating, clothing, parties, recipes, DIY projects; whatever you need, Pinterest has SOMETHING to help you out.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It is packed with inspiration &amp; I just love the pinning &amp; sharing!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This app works great, is easy to use, and doesn  t crash often.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love this application I can create my boards for wedding planning, cooking, fashion, and deserts ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now we can  t rename boards in the iPad app but we could before.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"The app is easy to use, but does tend to crash alot on the iPhone, it  s perfect on a PC or laptop though.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The possibilities are endless here!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don  t know why I have so much trouble opening the pins? I think it should be easier to open them  and see the full content.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
What did we do before Pinterest?!?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love the concept of this app, but it crashes pretty frequently.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tried out Pinterest  because my Wife really enjoys it and has gotten several good suggestions for meals\nI enjoy the pictures and it  s fun to use right up to the point that it shuts down and kicks you off, which seems to happen with surprising regularity\nOnce you  ve been kick off and return, the time between being kicked off gets shorter and shorter\nI  m using an iPad to view Pinterest so maybe it  s the reason for the shut downs\nYour site would be more fun without the shutdowns\nI DO enjoy Pinterest, thank you ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
If you need inspiration of any kind you can find it here.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I use boards to pin tons of ideas as inspiration when I first start a project or begin planning a party, but it would be nice to have a way to rank the pins to narrow down the ones I want to focus on first!",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
It provides an easy way to share ideas and pictures with friends and followers!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The idea and concept of pintrest is great.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have never had any issues.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love how easy it is to find ideas when you need something specific, but also just find things that I never would have thought to try.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No need to sign in every time and it loads quickly!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I just wish people would only post links that were safe ,",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"It is very cool how we can touch a picture and then we get the three options on what we can to do, but is there any way that y  all can put another option that saves a pin to the camera roll?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There are so many inspiring ideas out there and it has taken my creativity to a whole new level.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The app is little tough to learn at first, thats why only ?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
\nYou can create an online scrapbook of your favorite photos.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Once I figured out how to navigate this app, it became very easy to switch from looking at my own pins to looking at recent pins of people I follow.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"We spend time organizing our boards but Pinterest fails to organizing themselves by not putting things in alphabetical order...please learn you ABC  s. ,",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
You have to get it!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have no problems with this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I really recommend it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
You can  t change the board covers anymore change that please!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I just love so much Pinterest!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
...please consider it!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"If you have an iPad, you must get this app.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I just love this app, I use it all the time for just about everything.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I recommend this app to all!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
You can create secret boards just for you or invite friends to your secret boards.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I like it so far especially when I need recipes or a drink!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"If I need it, Pinterest has it!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I wish you could drag and drop pins between boards, and delete with pins with one click.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I use this all the time..and I just love it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love it but it crashes a lot :( ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Please do not change settings or do a thousand upgrades, we, users do not like!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I highly recommend it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I did not get the idea of this app at first but the more I surfed the more I found I needed to return.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Seems like the controls are fairly user friendly but every now and then I have to re search for something because it bumps me out to the home page.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"\n\nSecondly, you have to get together with apple so I can just pin from my photos on my phone!!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have to scroll through a list of randomly organized (rather, NOT organized or DISorganized) names to find the one I need.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"\n\nThx, now, can you STOP asking me to rate Pinterest every third or fourth time I try to open it?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I need a meeting.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love the abundance of ideas available at your fingertips!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please fix this!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I adore Pinterest wholeheartedly but I do have a problem with how it does occasionally crash on me.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Just wish the scrolling down then back up just a little bit didn  t bring the top menu bar back.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
And the news ticker (I don  t know what to call the thing that tells me when someone has liked a pin or followed a board) needs a better information hierarchy; an undifferentiated list doesn  t serve me needs ?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Highly recommend getting it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have made a few of these great ideas but I  m excited to do so many more!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I just wish editing my boards was easier.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"One thing, I would like to see the subscribers in order of appearance.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I love Pinterest, but I think it needs to be revamped.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"First, youll only have a couple boards then you  ll need a couple more because you  ll want to have a\nPlace for your interests.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"One issue I do have is sometimes when I pin a Lin and go back to it I can  t necessarily get the pattern or recipe, not sure why.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Before Pinterest I had magazine clippings, notebooks, files, etc. all saved with ideas, but I could never find what I needed when I needed it.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The app does what it needs to, &amp; I love it.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"WOULD RECOMMEND TO ANYONE AND EVERYONE ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I absolutely love Pinterest, and have had no problems with the app!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"You can search and find whatever you could possibly think of, from simple DIY projects to ancient Jewish tombstone inscriptions!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"My only problem is that some times it just suddenly closes out on me, and I have to wait a bit to open it again.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Everyone should use it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Here are some reasons why I enjoy it:\n\n1  I have done so many home projects for cheap or have done something I never would have because of creative ideas that are step by step.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
\n\n2 I have been able to look up garden questions or ideas and made a beautiful and productive garden this year.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
\n\nOct 31st\nHope you are working on this crashing problem. Something needs to be done. Can  t figure out how to clean up my boards.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"It crashes occasionally, but overall it  s a great app!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
That means I can  t pin.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I love this app it is so much better than just using the web.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Just wish you didn  t have to allow others to follow you unless you give permission or maybe allowed to have more secret boards.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
I wish there was a pin button on my phone where I could pin things I see like I to when I  m on my laptop (maybe there is one for the phone and I just haven  t found it).,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Once you start looking  you can  t stop!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app has helped me in many more ways than just piecing together a dream wedding. I have figure out how to use photography to my advantage and learned different workouts!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I had problems with the app freezing a lot before, but don  t anymore.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great app, but it badly needs two things:\n1. How do you organize effectively without sub folders?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If the link is bad, it should not be able to post.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The most recent update was a bit of a change visually, but it only took a couple of minutes to learn how to navigate!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I wish it were easier to move my pins from one of my boards to a new board I create.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
This is still a problem as of 12/27/13!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"No update has been done recently though, and until I read that the problem with Safari is fixed I will try to remember not to upgrade the system.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There are so many great ideas for crafts and food recipes.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Who needs a magazine?!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Please provide a solution for an avid user:) ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I have no issues with this app and have a bunch of fun with it :) ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5tootle ,  I love Pinterest please change the page back the way it was a few weeks ago ,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Just wish it would stop crashing, and adding a side bar to scroll through boards would be nice.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It  s so easy to save organize and find whatever you need.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I  m able to get where I need to go with little problems.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can  t stop and I won  t pinning!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great recipes for those of us that can  t cook without them!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It always crashes at the most inconvenient time.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please fix this.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have had a Pinterest for a few years, back when you had to request to be part of it and now I use it on both my computer and iPhone.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"If that option could be added, I  d give it 5 stars.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I never have any problems.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Love Pinterest... I think it would be awesome to have the boards like now plus sub boards.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Occasionally when there are new updates it will crash but they generally fix it pretty quickly.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I can  t live with out it!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinterest must be rated number one app on my phone.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Never crashes and never fails.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This is the best thing, if you want to know about something it  s somewhere on Pinterest !!!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"t know who you have recently hired to change your interface, but I suggest going back to the previous designer.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
However the site itself is a great idea!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"s happening , 5,  Heysuzen ,  I can  t explain if you don  t have Pinterest. Truly you are missing a iconoclastic app.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The problems with the folders is that if you touch one accidentally (like hit the one above) it pins I to it,before you had to hit the PIN button again which gave you the chance to make sure to hanger the folder with one tap, now you have to go in and delete and move it to the correct folder.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The latest update does not work well on the iPad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I just wish you could the app horizontally.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Not always clear about how to pin something or follow someone.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
But it crashes A LOT.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Also, I can  t update my board covers, and that should be brought back.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The last update did nothing to improve the Pinterest experience  why the change??,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Not sure why some people are having issues but mine works just fine.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Do wish there was a way to move pins to different boards without having to repin them.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
But now I enjoy it and you find out more about your friends thru it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The best way to keep on top of today  s style.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love Pinterest, just hate the changes and bugs!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
App logs out &amp; can  t sign in from time to time.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Love the app but it crashes a little much.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"My Pinterest worked just fine until I just updated it today, now nothing loads!! Please fix or allow me to downgrade!",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"I love Pinterest and the app is easier to use because you just press on a picture the different options to pin it, like and send pop up and all you do is slide to the option.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinterest is a great idea but can be very disappointing.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"But LOTS of updating, and it will crash or freeze on you.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Not only fun to pass the time when you are bored, or waiting at the dr  s office, but provides so many great ideas and useful tips.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The bugs in the app have been fixed over time &amp; I have no complaints except for adding more than 3 secret boards.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Having it on the iPad/iPhone just makes it even more addicting.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It  s great and I recommend it all the time to others.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
We just need a list of categories and we don  t need a picture of what the category is.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I love it, but every night while I  m on it just crashes for no reason.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
For the recipes or different DIY things it would be nice to be able to see at rating on how others felt about them or telling if they would try it again or not.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I need this fixed now.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I get a ton if great ideas and it is the best past time.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I believe once people understand its purpose and create a groove\ that serves them best addiction is inevitable!!!!\""""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I can  t see who is following specific boards, only generally who is following, unless I am missing something?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Do not find much on the Middle East countries though.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
And the only problem that I  ve found is that I spend WAY TOO MUCH time going through it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I just wish you could send multiple pins to one person at a time and the same pin to multiple people at once.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Even though this issue had been fixed\ I  m still having problems.\"" Please readdress this issue.""",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Never had a problem with it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It would crash a lot more than it does now.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I love Pinterest and all that you can find on there so this is perfect for my smart phone.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It does have some issues, such as the shut off in the middle of a pin and not loading at all until I close the app completely which also make me lose the place I have scrolled to.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Haven  t seen any glitches just relaxing enjoyment.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Four stars because it crashes sometimes, and I do not like the updated search.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Just like the Pinterest website.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love the app, but it does seem to crash a lot.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"When I need a recipe or how to fix my hair, or fashion ideas ,  crafts, Pinterest has it all.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The problem I have that drops two stars, the updates don  t fix things; they just add more clutter. It now suggests people who might like a pin sent, every. It would be nice to turn that off. But the app still needs a lot of work.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
It had everything you need!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e and I create out wedding and wish lists so we know what to get each other for Xmas and bdays. Also helping create our bucket list.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Like how it  s gotten easier for me to navigate through. I just don  t like all the notifications for everything, but other than that, it  s awesome!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Downloaded a few days ago and havent had any issues.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
( you even made me a better cook!),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I would like to see more categories for browsing it seems all of the DIY Crafts that are lumped together could be better sub divided. Quilts, for instance, should have their own category.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
It  s like a magazine that you get to design yourself.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Instead of just turning the screen orientation the app closes my whole iPad.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I would definitely suggest to download it it  s only wonderful thing.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have made several projects and recipes from the ideas that have been shared.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I'm planning my wedding and getting ideas from Pinterest but my mom doesn't know how to use the app so I like sending her pictures from my phone via text.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Highly recommend the site and app!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only adjustment I would suggest would be to fix load time as the images sometimes take awhile to upload.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I get so many ideas for design and recipes and fun stuff and it also just has a lot of great pictures and it's fun to look around.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
If I could turn that option off on this app and the site it would be nice.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Please fix it so that it is compatible.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The fact that I can use it on the go &amp; just not at home is awesome!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Definitely a good app and I've never had a problem with it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It crashes once in a while; about two times a week.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please bring that back and keep it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please bring the old version back!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I've said more than once that Every woman should have a Pinterest account!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I defiantly recommend downloading this app!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I had to Google it to discover that you have to tap the camera button, then the little image icon.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I was confused of how to use it at first, but now that I've figured it out its terribly addicting.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The old app was constantly crashing and shutting my ipad completely off.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please bring back the A - Z tabs when looking for categorized pin boards.,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
I could spend hours on it and yet I still don't know quite how to use it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app is amazing and always provides me with new ideas for everything!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Previously, the app would crash my iPad and, though it still does this, it's far and few between crashes.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tried trouble shooting and they said sorry that's just what you have to do sometimes.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love Pinterest but it always crashes!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you post your own stuff, Pinterest automatically owns it.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I love the app in general, but this update has some bugs.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Used it to plan my daughter's wedding, makes me a rock star when I bake or entertain, helped me redo my dining room table and a whole lot more.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
What a great way to discover how to enhance your life in all areas!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wish the app was available on my Philips smart tv!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
I love this app but it crashes all the time!!!!!!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I utilize recipes, DIY projects, travel ideas, and many other options available.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
:)  HIGHLY recommend it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"While Pinterest is still a great idea, the fact that the home feed is now more than 50% related pins"" is very annoying.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Enjoy using on my iPhone and iPad but it still likes to crash.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
When I try to load a video it almost always crashes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Why limit to 3?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love the new functionalities available in this release.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love all of the updates that they have had on it so far Pinterest has everything that you could possibly think of, and I recommend Pinterest to everyone.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
How did people organize their weddings before Pinterest?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wish there were more secret boards available.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"I like sharing info and ideas with others, however, the lack of privacy is an issue.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"So, I'd like more privacy settings that are already available on other social networking sites and Pinterest would be perfect.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
How do I go back and submit my email address so I can write comments?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I don't know how to go back to where you tell me to give my email address.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Is there a way I can leave messages to other pinners?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's such a fun place to visit when I need a new idea or different perspective.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I love this app, it is my go to when I need some creative direction!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Everyone can use this app,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
You seriously just tap the pic and in seconds it's on one of your perfect boards!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I recommend this to anyone looking for inspiration.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
But you should add chatting!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wish I could select multiple pins when I need to edit my boards.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Plus it holds well on my 4G iPod and I haven't had a single problem with the app in these past couple of months since using it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
If you love to pin and pin quickly then I'd recommend downloading the app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Haven't had any real issues with it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pinterest doesn't need my review to convince anyone of its worth and ease of use, just try it yourself.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinterest is addicting....can't wait to see how it keeps getting better.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great app live convenience of just pushing a button instead of browser hunting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
You did an update to fix bugs but seemed to have created new ones.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love that I can create my own boards and use Pinterest to organize holiday and party planning.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I really recommend this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Watch out because once you start, you might get addicted!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only thing I would warn is that you can probably become a bit materialistic.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So be happy with what you have and just have fun.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Prior to the update, it was crashing frequently, shutting down my iPad, then rebooting.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please bring back this feature.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I only wish that you could remove previous pins from a board or move them to a different board, just so you can correct a finger slip or get rid of things that you didn't end up liking.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
App fails in iPod works great in iPad.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Although more often, Puns don't always link back to the original post where you can find the recipe or instructions on how to do/make something.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Why do I need to pay all of a sudden?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Please make the picture view adjustable since large device took roll.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Why on earth do I never receive notifications from this app?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I've checked my settings a thousand times, everything is great there, but why don't I receive notifications?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Most necessary app Its simply pointless purchasing a smartphone that does not support WhatsApp.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Need to see contacts profile pictures Need to fix the problem where people can see their contacts' pictures,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"I am not able to add any, nor view any which have UTF8 chars in the name.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good app but won't let me get Wi-Fi please make it on a tablet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
